date,Temp(degC),Air_temp(degC),Salinity(PSU),pH,DO(mg/l),precipitation(mm)
2020-01-10 15:50:00,22.85879979,26.50887439,35.56,8.209192188,6.7541,0.0
2020-01-10 15:55:00,22.85879981,26.42193719,35.571,8.209246094,6.76515,0.0
2020-01-10 16:00:00,22.86639991,26.3339686,35.589,8.2157,6.782225,0.0
2020-01-10 16:05:00,22.87669995,26.2464843,35.608,8.2105,6.8019625,0.0
2020-01-10 16:10:00,22.88684998,26.15974215,35.6175,8.2093,6.82168125,0.0
2020-01-10 16:15:00,22.89292499,26.07437107,35.62225,8.21525,6.838040625,0.0
2020-01-10 16:20:00,22.89296249,25.99118554,35.622625,8.21925,6.854020312,0.0
2020-01-10 16:25:00,22.89294374,25.91059277,35.6224375,8.224775,6.873860156,0.0
2020-01-10 16:30:00,22.89293436,25.83329638,35.62234375,8.2331875,6.896980078,0.0
2020-01-10 16:35:00,22.89292968,25.75964819,35.62229687,8.24509375,6.923590039,0.0
2020-01-10 16:40:00,22.89292733,25.6888241,35.62227344,8.257846875,6.95179502,0.0
2020-01-10 16:45:00,22.89292616,25.61791205,35.632,8.263323437,6.97824751,0.0
2020-01-10 16:50:00,22.89292557,25.54645602,35.627,8.266061719,7.002723755,0.0
2020-01-10 16:55:00,22.89292528,25.47372801,35.627,8.267430859,7.024711877,0.0
2020-01-10 17:00:00,22.89292513,25.39986401,35.627,8.26811543,7.043505939,0.0
2020-01-10 17:05:00,22.89292506,25.325932,35.623,8.268457715,7.058952969,0.0
2020-01-10 17:10:00,22.8929251,25.251966,35.62,8.268628857,7.0804,0.0
2020-01-10 17:15:00,22.89292512,25.176483,35.617,8.268714429,7.0791,0.0
2020-01-10 17:20:00,22.89292513,25.1017415,35.614,8.2753,7.0784,0.0
2020-01-10 17:25:00,22.89292513,25.02837075,35.613,8.2706,7.0836,0.0
2020-01-10 17:30:00,22.89292513,24.95768538,35.61,8.2688,7.0934,0.0
2020-01-10 17:35:00,22.89292513,24.89084269,35.607,8.2719,7.1109,0.0
2020-01-10 17:40:00,22.89292513,24.82642134,35.604,8.2764,7.1316,0.0
2020-01-10 17:45:00,22.89292513,24.76371067,35.605,8.2803,7.1417,0.0
2020-01-10 17:50:00,22.89292513,24.70335534,35.608,8.28325,7.1593,0.0
2020-01-10 17:55:00,22.89696257,24.64517767,35.613,8.281775,7.1582,0.0
2020-01-10 18:00:00,22.90998128,24.59008883,35.618,8.2810375,7.15765,0.0
2020-01-10 18:05:00,22.92649064,24.53954442,35.621,8.28066875,7.157375,0.0
2020-01-10 18:10:00,22.94374532,24.49377221,35.622,8.280484375,7.1572375,0.0
2020-01-10 18:15:00,22.95837266,24.4533861,35.621,8.280392188,7.15716875,0.0
2020-01-10 18:20:00,22.96368633,24.41919305,35.619,8.280346094,7.157134375,0.0
2020-01-10 18:25:00,22.9610295,24.39109653,35.617,8.280369141,7.157117187,0.0
2020-01-10 18:30:00,22.95970108,24.37004826,35.613,8.280380664,7.157108594,0.0
2020-01-10 18:35:00,22.95903687,24.35652413,35.607,8.280386426,7.157104297,0.0
2020-01-10 18:40:00,22.95870476,24.34726207,35.602,8.2771,7.157102148,0.0
2020-01-10 18:45:00,22.95853871,24.33813103,35.598,8.2706,7.140751074,0.0
2020-01-10 18:50:00,22.95845569,24.32706552,35.596,8.267,7.117175537,0.0
2020-01-10 18:55:00,22.95841417,24.31153276,35.597,8.2683,7.093037769,0.0
2020-01-10 19:00:00,22.95839342,24.29176638,35.599,8.2718,7.068218884,0.0
2020-01-10 19:05:00,22.95838304,24.26938319,35.601,8.2758,7.077509442,0.0
2020-01-10 19:10:00,22.94569152,24.24269159,35.605,8.281293213,7.082154721,0.0
2020-01-10 19:15:00,22.91584576,24.2098458,35.61,8.280839819,7.084477361,0.0
2020-01-10 19:20:00,22.87792288,24.1744229,35.617,8.280613123,7.08563868,0.0
2020-01-10 19:25:00,22.83996144,24.14121145,35.623,8.280499774,7.08621934,0.0
2020-01-10 19:30:00,22.81898072,24.11160572,35.63,8.278799887,7.08650967,0.0
2020-01-10 19:35:00,22.80849036,24.08880286,35.636,8.277299944,7.086654835,0.0
2020-01-10 19:40:00,22.80324518,24.07090143,35.643,8.276549972,7.086727418,0.0
2020-01-10 19:45:00,22.80062259,24.05495072,35.651,8.276874986,7.086763709,0.0
2020-01-10 19:50:00,22.79931129,24.04447536,35.66,8.277037493,7.086781854,0.0
2020-01-10 19:55:00,22.79865565,24.04373768,35.671,8.277118746,7.086772782,0.0
2020-01-10 20:00:00,22.79832782,24.04410652,35.68,8.277159373,7.086768245,0.0
2020-01-10 20:05:00,22.79816391,24.04405326,35.686,8.277179687,7.086765977,0.0
2020-01-10 20:10:00,22.798,24.04402663,35.69,8.277189843,7.086764843,0.0
2020-01-10 20:15:00,22.795,24.04401331,35.691,8.277194922,7.086764276,0.0
2020-01-10 20:20:00,22.791,24.04400666,35.689,8.277197461,7.086763992,0.0
2020-01-10 20:25:00,22.793,24.04400333,35.685,8.27719873,7.086763851,0.0
2020-01-10 20:30:00,22.793,24.04400166,35.676,8.277199365,7.08676378,0.0
2020-01-10 20:35:00,22.79,24.04400083,35.663,8.283749683,7.086763744,0.0
2020-01-10 20:40:00,22.788,24.043,35.65,8.293574841,7.063031872,0.0
2020-01-10 20:45:00,22.788,24.046,35.642,8.303887421,7.010415936,0.0
2020-01-10 20:50:00,22.79824587,24.0435,35.638,8.31169371,6.953657968,0.0
2020-01-10 20:55:00,22.80012293,24.0395,35.64,8.313646855,6.920978984,0.0
2020-01-10 21:00:00,22.80606147,24.03125,35.645,8.312670283,6.904639492,0.0
2020-01-10 21:05:00,22.81303073,24.018125,35.651,8.312181997,6.896469746,0.0
2020-01-10 21:10:00,22.82101537,23.9985625,35.663,8.311937853,6.892384873,0.0
2020-01-10 21:15:00,22.82900768,23.97128125,35.657,8.311815782,6.890342437,0.0
2020-01-10 21:20:00,22.83950384,23.93864062,35.6505,8.311754746,6.8845,0.0
2020-01-10 21:25:00,22.85575192,23.90482031,35.6475,8.311724228,6.8883,0.0
2020-01-10 21:30:00,22.87887596,23.87141016,35.6435,8.311708969,6.87895,0.0
2020-01-10 21:35:00,22.90993798,23.84020508,35.641,8.31170134,6.852525,0.0
2020-01-10 21:40:00,22.94896899,23.80960254,35.6395,8.3156,6.8116625,0.0
2020-01-10 21:45:00,22.9964845,23.77730127,35.63925,8.31020067,6.76718125,0.0
2020-01-10 21:50:00,23.05374225,23.74415063,35.622125,8.305100335,6.714640625,0.0
2020-01-10 21:55:00,23.12237112,23.71157532,35.5905625,8.297050167,6.651820312,0.0
2020-01-10 22:00:00,23.19468556,23.67828766,35.55228125,8.287575084,6.629960156,0.0
2020-01-10 22:05:00,23.23684278,23.64414383,35.51264063,8.278387542,6.627830078,0.0
2020-01-10 22:10:00,23.25792139,23.60907191,35.47532031,8.269943771,6.626765039,0.0
2020-01-10 22:15:00,23.2684607,23.57203596,35.44416016,8.264121885,6.62623252,0.0
2020-01-10 22:20:00,23.27373035,23.53401798,35.41808008,8.262260943,6.62596626,0.0
2020-01-10 22:25:00,23.27636517,23.49700899,35.39304004,8.262430471,6.62583313,0.0
2020-01-10 22:30:00,23.27768259,23.46050449,35.37202002,8.262515236,6.625766565,0.0
2020-01-10 22:35:00,23.27834129,23.42575225,35.35601001,8.262557618,6.625733282,0.0
2020-01-10 22:40:00,23.27867065,23.39137612,35.343005,8.262578809,6.625716641,0.0
2020-01-10 22:45:00,23.27883532,23.35668806,35.3320025,8.2564,6.6081,0.0
2020-01-10 22:50:00,23.279,23.32184403,35.32150125,8.258,6.6257,0.0
2020-01-10 22:55:00,23.2805,23.28642202,35.31225063,8.258,6.6115,0.0
2020-01-10 23:00:00,23.28525,23.25121101,35.30762531,8.2583,6.6003,0.0
2020-01-10 23:05:00,23.288625,23.2161055,35.30531266,8.2604,6.5847,0.0
2020-01-10 23:10:00,23.2968125,23.18105275,35.30415633,8.2626,6.55585,0.0
2020-01-10 23:15:00,23.31290625,23.14602638,35.291,8.2649,6.509825,0.0
2020-01-10 23:20:00,23.33245312,23.11051319,35.297,8.267,6.4553625,0.0
2020-01-10 23:25:00,23.35122656,23.07525659,35.3,8.2681,6.40203125,0.0
2020-01-10 23:30:00,23.36361328,23.0396283,35.302,8.2686,6.355315625,0.0
2020-01-10 23:35:00,23.36430664,23.00431415,35.303,8.2686,6.323257812,0.0
2020-01-10 23:40:00,23.36395996,22.96815707,35.302,8.2673,6.300828906,0.0
2020-01-10 23:45:00,23.36378662,22.93207854,35.3,8.2643,6.279564453,0.0
2020-01-10 23:50:00,23.36369995,22.89503927,35.295,8.2595,6.263182227,0.0
2020-01-10 23:55:00,23.36365662,22.85751963,35.286,8.2524,6.2445,0.0
2020-01-11 00:00:00,23.36363495,22.81925982,35.277,8.2461,6.2404,0.0
2020-01-11 00:05:00,23.36362411,22.78162991,35.272,8.2429,6.2313,0.0
2020-01-11 00:10:00,23.3636187,22.74481495,35.269,8.2422,6.22255,0.0
2020-01-11 00:15:00,23.36361599,22.70890748,35.27,8.2454,6.201925,0.0
2020-01-11 00:20:00,23.36361464,22.67395374,35.273,8.251,6.1740625,0.0
2020-01-11 00:25:00,23.35530732,22.63947687,35.274,8.2678,6.14483125,0.0
2020-01-11 00:30:00,23.35946098,22.60573843,35.277,8.26755,6.112715625,0.0
2020-01-11 00:35:00,23.36153781,22.57286922,35.281,8.265925,6.077357813,0.0
2020-01-11 00:40:00,23.36257622,22.54043461,35.286,8.2627125,6.040328906,0.0
2020-01-11 00:45:00,23.36309543,22.5072173,35.292,8.25755625,6.002464453,0.0
2020-01-11 00:50:00,23.36335503,22.47360865,35.297,8.254478125,5.965682227,0.0
2020-01-11 00:55:00,23.36348483,22.43830433,35.3,8.252939063,5.932491113,0.0
2020-01-11 01:00:00,23.36354973,22.40165216,35.305,8.252169531,5.901295557,0.0
2020-01-11 01:05:00,23.36358219,22.36382608,35.311,8.251784766,5.869897778,0.0
2020-01-11 01:10:00,23.36359841,22.32491304,35.318,8.251592383,5.871898889,0.0
2020-01-11 01:15:00,23.36829921,22.28445652,35.325,8.251496191,5.872899445,0.0
2020-01-11 01:20:00,23.3981496,22.24372826,35.332,8.240498096,5.873399722,0.0
2020-01-11 01:25:00,23.4360748,22.20386413,35.337,8.225599048,5.873649861,0.0
2020-01-11 01:30:00,23.4745374,22.16543207,35.339,8.210199524,5.873774931,0.0
2020-01-11 01:35:00,23.5057687,22.12971603,35.34,8.197449762,5.873837465,0.0
2020-01-11 01:40:00,23.53088435,22.09635802,35.338,8.186774881,5.873868733,0.0
2020-01-11 01:45:00,23.55494218,22.06417901,35.334,8.18083744,5.873884366,0.0
2020-01-11 01:50:00,23.57397109,22.0340895,35.327,8.183806161,5.873892183,0.0
2020-01-11 01:55:00,23.58598554,22.00654475,35.316,8.185290521,5.873896092,0.0
2020-01-11 02:00:00,23.59349277,21.98027238,35.304,8.186032701,5.902948046,0.0
2020-01-11 02:05:00,23.59274639,21.95263619,35.291,8.186403791,5.943374023,0.0
2020-01-11 02:10:00,23.59237319,21.92331809,35.284,8.186589336,5.987287011,0.0
2020-01-11 02:15:00,23.5921866,21.89115905,35.273,8.186682108,6.027893506,0.0
2020-01-11 02:20:00,23.5920933,21.85607952,35.259,8.186728495,6.065396753,0.0
2020-01-11 02:25:00,23.59204665,21.81953976,35.242,8.186751688,6.102548376,0.0
2020-01-11 02:30:00,23.59202332,21.78026988,35.2265,8.186763284,6.136074188,0.0
2020-01-11 02:35:00,23.59201166,21.73763494,35.23425,8.186757486,6.133037094,0.0
2020-01-11 02:40:00,23.59200583,21.69331747,35.238125,8.186754587,6.131518547,0.0
2020-01-11 02:45:00,23.59200292,21.64915874,35.2400625,8.186753137,6.130759274,0.0
2020-01-11 02:50:00,23.59200146,21.60557937,35.24103125,8.186752413,6.130379637,0.0
2020-01-11 02:55:00,23.58500073,21.56428968,35.24151563,8.18675205,6.130189818,0.0
2020-01-11 03:00:00,23.57400036,21.52414484,35.24175781,8.186752231,6.130094909,0.0
2020-01-11 03:05:00,23.56050018,21.48357242,35.24187891,8.186752322,6.130047455,0.0
2020-01-11 03:10:00,23.54575009,21.44378621,35.24193945,8.186752367,6.130023727,0.0
2020-01-11 03:15:00,23.53037505,21.40439311,35.24196973,8.18675239,6.130011864,0.0
2020-01-11 03:20:00,23.51518752,21.36619655,35.24398486,8.186752401,6.130005932,0.0
2020-01-11 03:25:00,23.49959376,21.32859828,35.25749243,8.186752407,6.111552966,0.0
2020-01-11 03:30:00,23.48379688,21.29179914,35.26424622,8.18675241,6.084126483,0.0
2020-01-11 03:35:00,23.46839844,21.25489957,35.26762311,8.186752411,6.053963241,0.0
2020-01-11 03:40:00,23.45369922,21.21944978,35.26931155,8.186752412,6.022681621,0.0
2020-01-11 03:45:00,23.44084961,21.18572489,35.27015578,8.188376206,5.98934081,0.0
2020-01-11 03:50:00,23.43042481,21.15336245,35.27057789,8.197488103,5.956570405,0.0
2020-01-11 03:55:00,23.4222124,21.12368122,35.27078894,8.207794051,5.926535203,0.0
2020-01-11 04:00:00,23.4161062,21.09634061,35.283,8.205397026,5.898567601,0.0
2020-01-11 04:05:00,23.4110531,21.07117031,35.275,8.204198513,5.872233801,0.0
2020-01-11 04:10:00,23.40602655,21.04908515,35.271,8.203599256,5.8631669,0.0
2020-01-11 04:15:00,23.40201328,21.03054258,35.277,8.203299628,5.86770035,0.0
2020-01-11 04:20:00,23.40000664,21.02377129,35.285,8.203149814,5.869967076,0.0
2020-01-11 04:25:00,23.393,21.02288564,35.287,8.203074907,5.871100438,0.0
2020-01-11 04:30:00,23.393,21.02332847,35.292,8.203112361,5.871667119,0.0
2020-01-11 04:35:00,23.394,21.02354988,35.3,8.203131087,5.87195046,0.0
2020-01-11 04:40:00,23.395,21.02366058,35.306,8.203140451,5.87209213,0.0
2020-01-11 04:45:00,23.396,21.02371594,35.312,8.203145132,5.872162965,0.0
2020-01-11 04:50:00,23.397,21.02374361,35.314,8.203147473,5.872198383,0.0
2020-01-11 04:55:00,23.398,21.02375745,35.311,8.203148644,5.8541,0.0
2020-01-11 05:00:00,23.398,21.02376437,35.307,8.203149229,5.872399192,0.0
2020-01-11 05:05:00,23.397,21.02376783,35.304,8.203149522,5.884549596,0.0
2020-01-11 05:10:00,23.394,21.022,35.301,8.203149668,5.903524798,0.0
2020-01-11 05:15:00,23.389,21.027,35.296,8.203624834,5.926462399,0.0
2020-01-11 05:20:00,23.385,21.032,35.292,8.208162417,5.952831199,0.0
2020-01-11 05:25:00,23.382,21.0345,35.291,8.214131208,5.9824156,0.0
2020-01-11 05:30:00,23.38,21.03875,35.292,8.219715604,6.0151578,0.0
2020-01-11 05:35:00,23.38,21.043875,35.297,8.2258,6.0514789,0.0
2020-01-11 05:40:00,23.381,21.0489375,35.305,8.2266,6.09023945,0.0
2020-01-11 05:45:00,23.381,21.05146875,35.315,8.2304,6.130019725,0.0
2020-01-11 05:50:00,23.381,21.05273438,35.3205,8.2339,6.170509862,0.0
2020-01-11 05:55:00,23.383,21.056,35.31775,8.2374,6.211254931,0.0
2020-01-11 06:00:00,23.384,21.054,35.316375,8.241,6.250927466,0.0
2020-01-11 06:05:00,23.386,21.056,35.3156875,8.2437,6.288213733,0.0
2020-01-11 06:10:00,23.387,21.058,35.31534375,8.2466,6.321756866,0.0
2020-01-11 06:15:00,23.387,21.0625,35.31517187,8.2504,6.338728433,0.0
2020-01-11 06:20:00,23.388,21.06925,35.31508594,8.2534,6.341764217,0.0
2020-01-11 06:25:00,23.389,21.077625,35.31504297,8.2547,6.340246325,0.0
2020-01-11 06:30:00,23.39,21.0883125,35.31502148,8.2549,6.339487379,0.0
2020-01-11 06:35:00,23.392,21.10215625,35.31501074,8.2532,6.339107906,0.0
2020-01-11 06:40:00,23.393,21.11807813,35.31501611,8.2506,6.33891817,0.0
2020-01-11 06:45:00,23.395,21.13503906,35.3150188,8.2476,6.338823301,0.0
2020-01-11 06:50:00,23.398,21.15351953,35.31502014,8.2433,6.338775867,0.0
2020-01-11 06:55:00,23.401,21.17225977,35.31502081,8.2379,6.33875215,0.0
2020-01-11 07:00:00,23.404,21.19212988,35.31502115,8.23445,6.3557,0.0
2020-01-11 07:05:00,23.408,21.21456494,35.31502132,8.228325,6.3448,0.0
2020-01-11 07:10:00,23.412,21.23928247,35.3150214,8.2199625,6.3346,0.0
2020-01-11 07:15:00,23.417,21.26664124,35.31502144,8.20958125,6.3256,0.0
2020-01-11 07:20:00,23.421,21.29582062,35.314,8.198340625,6.3147,0.0
2020-01-11 07:25:00,23.425,21.32591031,35.325,8.187670312,6.3016,0.0
2020-01-11 07:30:00,23.428,21.35745515,35.333,8.181285156,6.2855,0.0
2020-01-11 07:35:00,23.429,21.38972758,35.334,8.178492578,6.2651,0.0
2020-01-11 07:40:00,23.43,21.42286379,35.335,8.178346289,6.2444,0.0
2020-01-11 07:45:00,23.43,21.45693189,35.338,8.178419434,6.2258,0.0
2020-01-11 07:50:00,23.429,21.49196595,35.339,8.178456006,6.2074,0.0
2020-01-11 07:55:00,23.426,21.52698297,35.339,8.178474292,6.1899,0.0
2020-01-11 08:00:00,23.424,21.56299149,35.339,8.178483435,6.1802,0.0
2020-01-11 08:05:00,23.421,21.59949574,35.339,8.1713,6.1633,0.0
2020-01-11 08:10:00,23.419,21.63724787,35.34,8.1742,6.14125,0.0
2020-01-11 08:15:00,23.418,21.67612394,35.345,8.1749,6.114675,0.0
2020-01-11 08:20:00,23.417,21.71556197,35.349,8.1757,6.0841875,0.0
2020-01-11 08:25:00,23.416,21.75528098,35.352,8.1782,6.05049375,0.0
2020-01-11 08:30:00,23.414,21.79564049,35.354,8.1804,6.013146875,0.0
2020-01-11 08:35:00,23.414,21.83632025,35.356,8.1821,5.971573438,0.0
2020-01-11 08:40:00,23.412,21.87916012,35.359,8.1844,5.929086719,0.0
2020-01-11 08:45:00,23.409,21.92658006,35.363,8.1873,5.889693359,0.0
2020-01-11 08:50:00,23.405,21.97979003,35.369,8.1911,5.88089668,0.0
2020-01-11 08:55:00,23.398,22.03989502,35.376,8.1966,5.88529502,0.0
2020-01-11 09:00:00,23.3945,22.10794751,35.385,8.2023,5.887494189,0.0
2020-01-11 09:05:00,23.38825,22.18297375,35.396,8.2074,5.888593774,0.0
2020-01-11 09:10:00,23.380125,22.26598688,35.4025,8.2126,5.889143567,0.0
2020-01-11 09:15:00,23.3705625,22.35849344,35.39975,8.2177,5.889418463,0.0
2020-01-11 09:20:00,23.35978125,22.45774672,35.398375,8.2218,5.889555911,0.0
2020-01-11 09:25:00,23.34839063,22.56037336,35.3976875,8.2245,5.889624635,0.0
2020-01-11 09:30:00,23.33669531,22.66418668,35.39734375,8.2252,5.889658997,0.0
2020-01-11 09:35:00,23.32534766,22.76709334,35.39717187,8.2233,5.889676178,0.0
2020-01-11 09:40:00,23.31417383,22.87054667,35.39708594,8.2193,5.894638089,0.0
2020-01-11 09:45:00,23.30258691,22.97677333,35.39704297,8.2063,5.905519045,0.0
2020-01-11 09:50:00,23.29079346,23.08438667,35.39702148,8.20685,5.900078567,0.0
2020-01-11 09:55:00,23.27939673,23.19269333,35.39701074,8.21,5.897358328,0.0
2020-01-11 10:00:00,23.26819836,23.30134667,35.397,8.21515,5.895998209,0.0
2020-01-11 10:05:00,23.25759918,23.41017333,35.383,8.2185,5.895318149,0.0
2020-01-11 10:10:00,23.24979959,23.52008667,35.372,8.22055,5.894978119,0.0
2020-01-11 10:15:00,23.2523998,23.63054333,35.368,8.221925,5.894808104,0.0
2020-01-11 10:20:00,23.2536999,23.74077167,35.366,8.2226125,5.894723097,0.0
2020-01-11 10:25:00,23.25434995,23.84838583,35.364,8.22295625,5.894680593,0.0
2020-01-11 10:30:00,23.25467497,23.95319292,35.366,8.224028125,5.894659341,0.0
2020-01-11 10:35:00,23.25483749,24.05409646,35.372,8.223492187,5.848729671,0.0
2020-01-11 10:40:00,23.25491874,24.15454823,35.379,8.223224219,5.852414835,0.0
2020-01-11 10:45:00,23.25495937,24.25927411,35.385,8.223090234,5.854257418,0.0
2020-01-11 10:50:00,23.25497969,24.36863706,35.388,8.223023242,5.855178709,0.0
2020-01-11 10:55:00,23.25498984,24.48531853,35.387,8.222989746,5.855639354,0.0
2020-01-11 11:00:00,23.25499492,24.60915926,35.387,8.222972998,5.855869677,0.0
2020-01-11 11:05:00,23.26299746,24.73807963,35.389,8.222964624,5.855984839,0.0
2020-01-11 11:10:00,23.26749873,24.87403982,35.391,8.222960437,5.856042419,0.0
2020-01-11 11:15:00,23.2652481,25.01901991,35.392,8.222958344,5.85607121,0.0
2020-01-11 11:20:00,23.26412278,25.16700995,35.394,8.219979172,5.856085605,0.0
2020-01-11 11:25:00,23.26356012,25.31250498,35.396,8.207239586,5.856092802,0.0
2020-01-11 11:30:00,23.26327879,25.45225249,35.397,8.197319793,5.890196401,0.0
2020-01-11 11:35:00,23.26313813,25.58212624,35.4,8.193959896,5.928798201,0.0
2020-01-11 11:40:00,23.26306779,25.70356312,35.402,8.195639845,5.9707991,0.0
2020-01-11 11:45:00,23.26303263,25.81978156,35.403,8.196479819,6.02514955,0.0
2020-01-11 11:50:00,23.26301504,25.92839078,35.402,8.196899806,6.084724775,0.0
2020-01-11 11:55:00,23.26300625,26.02669539,35.401,8.197109799,6.146112388,0.0
2020-01-11 12:00:00,23.26301065,26.1183477,35.399,8.197214796,6.207256194,0.0
2020-01-11 12:05:00,23.26301285,26.20617385,35.397,8.197267295,6.263178097,0.0
2020-01-11 12:10:00,23.26301394,26.29158692,35.395,8.197293544,6.304939048,0.0
2020-01-11 12:15:00,23.26301449,26.37829346,35.394,8.197306668,6.325819524,0.0
2020-01-11 12:20:00,23.26301477,26.46264673,35.392,8.197313231,6.336259762,0.0
2020-01-11 12:25:00,23.26301491,26.54082337,35.389,8.198406615,6.341479881,0.0
2020-01-11 12:30:00,23.26301498,26.61441168,35.386,8.204353308,6.344089941,0.0
2020-01-11 12:35:00,23.26301501,26.68270584,35.383,8.214076654,6.34539497,0.0
2020-01-11 12:40:00,23.26301503,26.74535292,35.379,8.225738327,6.346047485,0.0
2020-01-11 12:45:00,23.26750751,26.80217646,35.376,8.236819163,6.3594,0.0
2020-01-11 12:50:00,23.27675376,26.85158823,35.372,8.242809582,6.3467,0.0
2020-01-11 12:55:00,23.28337688,26.89229412,35.368,8.244204791,6.3491,0.0
2020-01-11 13:00:00,23.28518844,26.89864706,35.364,8.243507186,6.3566,0.0
2020-01-11 13:05:00,23.28428266,26.89547059,35.36,8.243158384,6.3596,0.0
2020-01-11 13:10:00,23.28382977,26.89388235,35.357,8.242983983,6.3595,0.0
2020-01-11 13:15:00,23.28360332,26.89308823,35.353,8.242896782,6.35945,0.0
2020-01-11 13:20:00,23.2834901,26.89269117,35.351,8.242853182,6.359425,0.0
2020-01-11 13:25:00,23.28343349,26.89249264,35.351,8.242831382,6.3594125,0.0
2020-01-11 13:30:00,23.28340518,26.89239338,35.352,8.242820482,6.35940625,0.0
2020-01-11 13:35:00,23.28339103,26.89234375,35.356,8.2488,6.359409375,0.0
2020-01-11 13:40:00,23.28338395,26.89231893,35.362,8.2456,6.359410937,0.0
2020-01-11 13:45:00,23.28338042,26.89230652,35.37,8.2395,6.359411719,0.0
2020-01-11 13:50:00,23.27869021,26.88215326,35.382,8.2329,6.359412109,0.0
2020-01-11 13:55:00,23.2673451,26.85807663,35.389,8.226,6.3436,0.0
2020-01-11 14:00:00,23.25267255,26.82403832,35.4,8.2199,6.3239,0.0
2020-01-11 14:05:00,23.23833628,26.78101916,35.412,8.2165,6.3146,0.0
2020-01-11 14:10:00,23.22466814,26.72950958,35.423,8.215,6.359412305,0.0
2020-01-11 14:15:00,23.21383407,26.66975479,35.43,8.2161,6.359412402,0.0
2020-01-11 14:20:00,23.20591703,26.60237739,35.4285,8.241410241,6.369206201,0.0
2020-01-11 14:25:00,23.20195852,26.5276887,35.42775,8.24350512,6.395803101,0.0
2020-01-11 14:30:00,23.19997926,26.44634435,35.427375,8.24455256,6.43890155,0.0
2020-01-11 14:35:00,23.193,26.35717217,35.4271875,8.25097628,6.499200775,0.0
2020-01-11 14:40:00,23.197,26.26258609,35.42709375,8.25998814,6.568050388,0.0
2020-01-11 14:45:00,23.198,26.16379304,35.42704688,8.26324407,6.635875194,0.0
2020-01-11 14:50:00,23.197,26.06189652,35.42702344,8.264872035,6.697687597,0.0
2020-01-11 14:55:00,23.193,25.95794826,35.42701172,8.265686018,6.746643798,0.0
2020-01-11 15:00:00,23.188,25.85197413,35.437,8.266093009,6.785271899,0.0
2020-01-11 15:05:00,23.185,25.74348707,35.427,8.266296504,6.81888595,0.0
2020-01-11 15:10:00,23.182,25.63324353,35.421,8.266398252,6.843042975,0.0
2020-01-11 15:15:00,23.178,25.52162177,35.4105,8.266449126,6.855121487,0.0
2020-01-11 15:20:00,23.175,25.40881088,35.40775,8.266474563,6.8673,0.0
2020-01-11 15:25:00,23.174,25.29490544,35.409125,8.269,6.8757,0.0
2020-01-11 15:30:00,23.175,25.17945272,35.4098125,8.2665,6.8844,0.0
2020-01-11 15:35:00,23.18,25.06222636,35.41015625,8.2702,6.90575,0.0
2020-01-11 15:40:00,23.186,24.94461318,35.41032812,8.2758,6.934825,0.0
2020-01-11 15:45:00,23.193,24.82730659,35.41041406,8.278,6.9644625,0.0
2020-01-11 15:50:00,23.1975,24.7106533,35.41045703,8.2829,6.99698125,0.0
2020-01-11 15:55:00,23.19975,24.59582665,35.41047852,8.2908,7.033590625,0.0
2020-01-11 16:00:00,23.198625,24.48141332,35.41048926,8.30005,7.070845312,0.0
2020-01-11 16:05:00,23.1980625,24.36570666,35.405,8.309125,7.105872656,0.0
2020-01-11 16:10:00,23.19778125,24.24885333,35.413,8.3169125,7.135786328,0.0
2020-01-11 16:15:00,23.19792187,24.12992667,35.416,8.32185625,7.156593164,0.0
2020-01-11 16:20:00,23.19799219,24.00996333,35.417,8.328,7.170646582,0.0
2020-01-11 16:25:00,23.19802734,23.88898167,35.421,8.3304,7.1924,0.0
2020-01-11 16:30:00,23.19804492,23.76649083,35.422,8.3312,7.1938,0.0
2020-01-11 16:35:00,23.19805371,23.64224542,35.42,8.3304,7.1892,0.0
2020-01-11 16:40:00,23.202,23.51862271,35.419,8.3298,7.1855,0.0
2020-01-11 16:45:00,23.196,23.39781135,35.419,8.3301,7.1862,0.0
2020-01-11 16:50:00,23.193,23.28190568,35.421,8.3319,7.1932,0.0
2020-01-11 16:55:00,23.20003125,23.17295284,35.426,8.3365,7.2105,0.0
2020-01-11 17:00:00,23.2035,23.06997642,35.431,8.3417,7.2324,0.0
2020-01-11 17:05:00,23.20825,22.97198821,35.434,8.3463,7.24395,0.0
2020-01-11 17:10:00,23.217125,22.8804941,35.438,8.3519,7.264875,0.0
2020-01-11 17:15:00,23.2305625,22.79674705,35.441,8.3584,7.2944375,0.0
2020-01-11 17:20:00,23.24628125,22.71787353,35.444,8.3637,7.32761875,0.0
2020-01-11 17:25:00,23.26214063,22.64043676,35.446,8.3665,7.359159375,0.0
2020-01-11 17:30:00,23.27657031,22.56371838,35.446,8.3664,7.379929687,0.0
2020-01-11 17:35:00,23.28728516,22.48485919,35.443,8.362,7.390314844,0.0
2020-01-11 17:40:00,23.29414258,22.4054296,35.439,8.3391,7.395507422,0.0
2020-01-11 17:45:00,23.29071387,22.3277148,35.434,8.3378,7.398103711,0.0
2020-01-11 17:50:00,23.28899951,22.2498574,35.427,8.3373,7.399401855,0.0
2020-01-11 17:55:00,23.28814233,22.1709287,35.418,8.33755,7.4228,0.0
2020-01-11 18:00:00,23.28771375,22.09296435,35.408,8.337675,7.412,0.0
